302,76,458,79
454,96,286,95
296,102,452,90
455,97,295,106
456,94,301,109
465,80,317,122
305,127,473,73
471,79,297,107
479,71,325,121
299,90,NaN,NaN
293,75,NaN,NaN
291,72,NaN,NaN
NaN,NaN,305,67
NaN,NaN,288,61
NaN,NaN,282,65
273,62,NaN,NaN
NaN,NaN,271,61
279,65,NaN,NaN
NaN,NaN,269,65
NaN,NaN,270,62
275,67,NaN,NaN
NaN,NaN,276,64
NaN,NaN,273,65
271,61,NaN,NaN
NaN,NaN,274,62
263,64,NaN,NaN
NaN,NaN,287,72
NaN,NaN,272,66
NaN,NaN,288,65
277,68,473,61
512,62,277,64
495,66,275,72
281,74,514,62
279,72,497,67
486,61,281,78
511,68,271,64
272,61,480,64
514,66,277,65
499,66,275,61
277,63,495,85
497,70,275,68
278,77,494,66
282,67,501,62
491,76,282,62
495,64,292,74
269,71,496,65
515,62,276,66
272,66,494,70
493,61,259,61
262,71,489,76
NaN,NaN,270,66
NaN,NaN,276,73
273,65,NaN,NaN
280,69,NaN,NaN
283,67,NaN,NaN
285,72,NaN,NaN
263,62,455,62
453,66,288,65
289,73,447,63
438,78,298,72
297,88,433,113
432,127,302,112
422,135,301,109
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
420,145,NaN,NaN
420,148,265,168
431,142,259,184
426,149,247,179
256,203,425,148
261,187,419,145
422,152,237,202
426,163,255,202
433,154,243,202
232,214,427,144
245,204,431,141
251,204,439,133
257,209,440,153
249,203,435,135
256,191,431,148
441,135,270,188
432,140,265,177
433,149,272,186
434,142,270,190
435,147,265,201
438,140,261,189
437,147,254,197
436,158,258,208
434,152,253,199
439,145,253,197
239,210,444,140
257,207,431,160
434,149,265,213
251,212,440,149
250,195,437,158
246,194,446,137
248,190,437,145
452,130,253,188
245,197,433,150
439,142,248,208
252,205,436,141
244,189,439,145
442,154,254,177
436,144,258,202
432,139,244,181
246,202,440,137
243,186,437,144
255,204,436,146
433,145,250,209
431,149,248,201
253,213,435,144
428,159,253,186
431,152,258,208
245,191,434,153
433,159,256,203
439,150,247,188
255,197,436,152
251,174,435,140
429,156,249,177
436,153,242,202
431,154,255,199
254,182,428,151
259,201,438,142
252,204,436,149
433,151,255,172
436,157,260,180
253,182,441,153
428,155,249,192
255,184,431,153
257,191,426,150
263,199,429,157
263,170,443,157
249,179,435,152
253,186,440,153
250,184,434,154
432,158,258,171
260,169,434,142
438,148,255,167
427,162,265,173
265,170,437,138
448,133,261,168
251,146,439,154
279,166,440,142
252,137,434,150
276,162,435,162
NaN,NaN,426,145
NaN,NaN,438,145
NaN,NaN,434,152
NaN,NaN,437,152
439,146,298,154
442,149,307,140
432,151,319,156
435,151,301,133
437,144,325,147
NaN,NaN,436,143
311,126,441,147
439,149,310,130
454,142,313,127
309,143,441,158
448,136,309,144
307,123,436,151
443,135,305,129
450,134,308,140
443,146,310,137
309,122,435,149
313,133,439,148
312,124,442,143
318,138,450,149
442,152,318,131
315,143,461,154
310,139,472,137
478,141,313,146
525,118,318,154
317,138,531,140
318,141,566,131
332,134,589,151
319,156,NaN,NaN
NaN,NaN,317,138
NaN,NaN,316,147
NaN,NaN,314,136
NaN,NaN,316,144
315,149,NaN,NaN
319,155,NaN,NaN
319,157,NaN,NaN
315,147,NaN,NaN
315,146,NaN,NaN
314,147,NaN,NaN
NaN,NaN,318,150
NaN,NaN,313,146
NaN,NaN,318,148
317,145,NaN,NaN
NaN,NaN,313,142
NaN,NaN,316,145
NaN,NaN,317,153
NaN,NaN,314,135
311,147,NaN,NaN
313,133,NaN,NaN
317,145,NaN,NaN
316,146,NaN,NaN
311,134,NaN,NaN
