NaN,NaN,329,231
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
NaN,NaN,NaN,NaN
335,234,NaN,NaN
337,233,NaN,NaN
345,215,NaN,NaN
336,236,NaN,NaN
346,227,NaN,NaN
NaN,NaN,347,215
NaN,NaN,347,233
343,227,NaN,NaN
NaN,NaN,347,230
343,226,NaN,NaN
NaN,NaN,349,230
NaN,NaN,346,230
349,233,NaN,NaN
339,239,NaN,NaN
NaN,NaN,347,218
349,232,NaN,NaN
NaN,NaN,336,239
NaN,NaN,351,231
346,229,NaN,NaN
343,219,NaN,NaN
336,239,NaN,NaN
342,245,NaN,NaN
343,230,NaN,NaN
NaN,NaN,350,231
NaN,NaN,337,241
343,229,NaN,NaN
345,233,NaN,NaN
NaN,NaN,345,230
NaN,NaN,341,228
NaN,NaN,341,235
339,235,NaN,NaN
NaN,NaN,336,229
NaN,NaN,337,232
NaN,NaN,326,222
338,230,NaN,NaN
NaN,NaN,321,232
333,223,NaN,NaN
NaN,NaN,332,225
326,225,NaN,NaN
NaN,NaN,328,223
333,241,NaN,NaN
NaN,NaN,333,238
NaN,NaN,335,224
319,232,NaN,NaN
NaN,NaN,337,226
NaN,NaN,334,227
334,231,NaN,NaN
NaN,NaN,336,235
NaN,NaN,338,226
335,237,NaN,NaN
NaN,NaN,333,226
335,225,NaN,NaN
